FR,FR,FR,FR,FR,,IA AVERAGE,FR AVERAGE
2.0,0.0,1.0,2.0,2.0,,-1,1.4
13.0,16.0,15.0,14.0,12.0,,-1,14.0
10.0,9.0,21.0,11.0,9.0,,-1,12.0
69.0,70.0,47.0,25.0,56.0,,-1,53.4
48.0,43.0,49.0,39.0,53.0,,-1,46.4
