FR,FR,FR,FR,FR,,IA AVERAGE,FR AVERAGE
0.0,1.0,2.0,1.0,1.0,,-1,1.0
395.0,421.0,402.0,437.0,357.0,,-1,402.4
330.0,281.0,242.0,225.0,247.0,,-1,265.0
57.0,66.0,42.0,74.0,48.0,,-1,57.4
384.0,436.0,402.0,448.0,397.0,,-1,413.4
