FR,FR,FR,,TOTAL (SUM),MEAN,VARIANCE,SUSTAINABILITY,FIRED,TIMESTEPS TO GAME END
30.0,4.0,18.0,,52.0,17.333333333333332,112.8888888888889,407.01666666666665,94.0,999
