FR,FR,FR,,TOTAL (SUM),MEAN,INEQUALITY,SUSTAINABILITY,FIRED,TIMESTEPS TO GAME END
2.0,4.0,16.0,,22.0,7.333333333333333,0.4242424184573004,392.4166666666667,110.0,999
