FR,FR,FR,FR,FR,,IA AVERAGE,FR AVERAGE
812.0,805.0,823.0,746.0,831.0,,-1,803.4
829.0,803.0,831.0,800.0,857.0,,-1,824.0
715.0,727.0,725.0,676.0,703.0,,-1,709.2
