FR,FR,,IA AVERAGE,FR AVERAGE
161.0,150.0,,-1,155.5
59.0,62.0,11.0,50.0,22.0,,-1,40.8
3.0,0.0,4.0,0.0,4.0,,-1,2.2
6.0,1.0,3.0,3.0,3.0,,-1,3.2
