FR,FR,FR,,TOTAL (SUM),MEAN,INEQUALITY,SUSTAINABILITY,FIRED,TIMESTEPS TO GAME END
31.0,21.0,28.0,,80.0,26.666666666666668,0.08333333302083332,552.2357910906298,77.0,999
