FR,FR,FR,FR,FR,,IA AVERAGE,FR AVERAGE
489.0,472.0,455.0,443.0,474.0,,-1,466.6
495.0,456.0,473.0,426.0,461.0,,-1,462.2
171.0,151.0,185.0,153.0,215.0,,-1,175.0
431.0,451.0,405.0,425.0,440.0,,-1,430.4
