IA,IA,,TOTAL (SUM),MEAN,STAND. DEVI.,INEQUALITY,SUSTAINABILITY,FIRED,TIMESTEPS TO GAME END
287.0,269.0,,556.0,278.0,9.0,0.016187050353889548,632.3084012279317,141.0,999
