IA,IA,IA,IA,IA,,IA MEAN,IA VARIANCE,FR MEAN,FR VARIANCE
360.0,370.0,371.0,370.0,365.0,,367.2,17.359999999999996,-1,-1
0.0,4.0,3.0,4.0,4.0,1.0,4.0,5.0,3.0,3.0,,3.0,2.4,3.2,1.7600000000000002
15.0,17.0,23.0,10.0,20.0,40.0,19.0,23.0,23.0,14.0,,17.0,19.6,23.8,76.56
14.0,14.0,16.0,14.0,16.0,28.0,25.0,16.0,15.0,19.0,,14.8,0.96,20.6,25.839999999999996
34.0,30.0,20.0,27.0,30.0,53.0,42.0,47.0,46.0,42.0,,28.2,21.76,46.0,16.4
