FR,FR,FR,FR,FR,FR,,TOTAL (SUM),MEAN,STAND. DEVI.,INEQUALITY,SUSTAINABILITY,Aggressivity,TIMESTEPS TO GAME END,HIT
4.0,4.0,10.0,12.0,6.0,19.0,,55.0,9.166666666666666,5.30461015427985,0.3121212087162535,197.26489850623952,0.0,353,0.0
