FR,FR,FR,FR,FR,FR,FR,FR,FR,FR,,TOTAL (SUM),MEAN,STAND. DEVI.,INEQUALITY,SUSTAINABILITY,Aggressivity,TIMESTEPS TO GAME END,HIT
15.0,8.0,15.0,30.0,4.0,7.0,15.0,34.0,10.0,36.0,,174.0,17.4,11.083320801997928,0.3459770095058793,500.16515174320784,194.0,999,0.4
