FR,FR,FR,FR,FR,,IA AVERAGE,FR AVERAGE
1.0,14.0,6.0,5.0,13.0,,-1,7.8
709.0,654.0,648.0,628.0,659.0,,-1,659.6
2.0,5.0,2.0,2.0,2.0,,-1,2.6
741.0,729.0,705.0,719.0,685.0,,-1,715.8
