IA,IA,,TOTAL (SUM),MEAN,VARIANCE,TIMESTEPS TO GAME END
0.0,0.0,,0.0,0.0,0.0,999
0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,999
