FR,FR,FR,FR,FR,,IA AVERAGE,FR AVERAGE
0.0,1.0,4.0,1.0,3.0,,-1,1.8
1.0,3.0,2.0,0.0,0.0,,-1,1.2
9.0,11.0,10.0,4.0,12.0,,-1,9.2
11.0,14.0,3.0,10.0,5.0,,-1,8.6
19.0,11.0,19.0,13.0,18.0,,-1,16.0
218.0,170.0,234.0,184.0,171.0,,-1,195.4
46.0,27.0,32.0,36.0,25.0,,-1,33.2
37.0,43.0,13.0,45.0,16.0,,-1,30.8
69.0,62.0,41.0,22.0,84.0,,-1,55.6
