FR,FR,FR,FR,FR,,IA AVERAGE,FR AVERAGE
21.0,19.0,13.0,21.0,14.0,,-1,17.6
9.0,25.0,9.0,11.0,4.0,,-1,11.6
6.0,6.0,2.0,13.0,9.0,,-1,7.2
4.0,7.0,6.0,6.0,13.0,,-1,7.2
467.0,457.0,458.0,470.0,444.0,,-1,459.2
24.0,23.0,34.0,23.0,15.0,,-1,23.8
484.0,458.0,480.0,435.0,494.0,,-1,470.2
