FR,FR,FR,FR,FR,FR,,TOTAL (SUM),MEAN,STAND. DEVI.,INEQUALITY,SUSTAINABILITY,Aggressivity,TIMESTEPS TO GAME END,HIT
24.0,42.0,20.0,88.0,64.0,60.0,,298.0,49.666666666666664,23.73230334843675,0.26733780706799987,623.754490475706,168.0,999,0.16666666666666666
