Loss function for models/DDQN_MODEL_FR calculated per episode.
0.2770716022035944
0.12932568995483376
0.12583186814647088
0.12349881907426592
0.09682916993300718
0.06810835244689695
0.09504988518806932
0.07558547568170426
0.056118488535719505
0.07355351650209285
0.07747297616909306
0.21380096974363472
0.08820010238435588
0.06228025015699248
0.0900545281816629
0.09844000609142199
0.16906425012041992
0.10717358489608647
0.10474130852975343
0.09473415517650063
0.12712638489332423
0.09921158716991295
0.12763989823681016
0.10709285703304802
0.09377021158370785
0.14004468388473537
0.09857816299935238
0.14678813499822066
